Categoria;Data ordine;Segmento;Obiettivo di vendita (Obiettivo di vendita)
Forniture per ufficio;14/10/2021;Piccole aziende;50
Mobili;15/10/2021;Privati;350
Mobili;15/10/2021;Grandi aziende;398
Forniture per ufficio;15/10/2021;Privati;3121
Forniture per ufficio;15/10/2021;Grandi aziende;289
Tecnologia;15/10/2021;Privati;203
Forniture per ufficio;16/10/2021;Privati;13
Forniture per ufficio;16/10/2021;Grandi aziende;98
Forniture per ufficio;16/10/2021;Piccole aziende;354
Tecnologia;16/10/2021;Privati;1385
Tecnologia;16/10/2021;Grandi aziende;1623
Forniture per ufficio;17/10/2021;Grandi aziende;46
Tecnologia;17/10/2021;Grandi aziende;1165
Forniture per ufficio;18/10/2021;Privati;216
Forniture per ufficio;18/10/2021;Grandi aziende;55
Tecnologia;18/10/2021;Privati;676
Tecnologia;21/10/2021;Grandi aziende;1220
Forniture per ufficio;22/10/2021;Privati;131
Mobili;23/10/2021;Privati;344
Forniture per ufficio;23/10/2021;Privati;50
Forniture per ufficio;23/10/2021;Grandi aziende;112
Forniture per ufficio;23/10/2021;Piccole aziende;60
Tecnologia;23/10/2021;Privati;1214
Tecnologia;23/10/2021;Grandi aziende;1239
Forniture per ufficio;24/10/2021;Privati;360
Forniture per ufficio;24/10/2021;Grandi aziende;371
Forniture per ufficio;25/10/2021;Privati;92
Forniture per ufficio;25/10/2021;Piccole aziende;248
Tecnologia;25/10/2021;Privati;523
Forniture per ufficio;28/10/2021;Grandi aziende;1016
Forniture per ufficio;28/10/2021;Piccole aziende;247
Mobili;29/10/2021;Piccole aziende;50
Forniture per ufficio;29/10/2021;Grandi aziende;87
Forniture per ufficio;29/10/2021;Piccole aziende;43
Tecnologia;29/10/2021;Grandi aziende;475
Tecnologia;29/10/2021;Piccole aziende;2080
Forniture per ufficio;30/10/2021;Grandi aziende;45
Tecnologia;30/10/2021;Privati;44
Forniture per ufficio;31/10/2021;Privati;51
Forniture per ufficio;31/10/2021;Grandi aziende;183
Mobili;01/11/2021;Privati;530
Mobili;01/11/2021;Piccole aziende;1104
Forniture per ufficio;01/11/2021;Privati;171
Forniture per ufficio;01/11/2021;Grandi aziende;701
Forniture per ufficio;01/11/2021;Piccole aziende;862
Tecnologia;01/11/2021;Grandi aziende;402
Forniture per ufficio;02/11/2021;Privati;874
Tecnologia;02/11/2021;Piccole aziende;171
Mobili;04/11/2021;Privati;50
Forniture per ufficio;04/11/2021;Privati;1663
Forniture per ufficio;04/11/2021;Grandi aziende;32
Tecnologia;04/11/2021;Privati;348
Tecnologia;04/11/2021;Piccole aziende;39
Mobili;05/11/2021;Privati;936
Mobili;05/11/2021;Grandi aziende;1205
Forniture per ufficio;05/11/2021;Privati;1148
Forniture per ufficio;05/11/2021;Grandi aziende;408
Tecnologia;05/11/2021;Privati;202
Mobili;06/11/2021;Privati;138
Mobili;06/11/2021;Piccole aziende;954
Forniture per ufficio;06/11/2021;Privati;1176
Forniture per ufficio;06/11/2021;Grandi aziende;337
Forniture per ufficio;06/11/2021;Piccole aziende;173
Tecnologia;06/11/2021;Privati;1767
Mobili;07/11/2021;Privati;94
Forniture per ufficio;07/11/2021;Privati;330
Forniture per ufficio;07/11/2021;Grandi aziende;237
Tecnologia;07/11/2021;Privati;145
Mobili;08/11/2021;Privati;222
Mobili;08/11/2021;Grandi aziende;506
Forniture per ufficio;08/11/2021;Grandi aziende;76
Tecnologia;08/11/2021;Privati;122
Mobili;09/11/2021;Privati;186
Forniture per ufficio;09/11/2021;Privati;1671
Forniture per ufficio;09/11/2021;Grandi aziende;234
Tecnologia;09/11/2021;Privati;1342
Mobili;11/11/2021;Privati;2237
Forniture per ufficio;11/11/2021;Privati;680
Forniture per ufficio;11/11/2021;Grandi aziende;214
Tecnologia;11/11/2021;Privati;2069
Tecnologia;11/11/2021;Piccole aziende;363
Forniture per ufficio;12/11/2021;Privati;377
Forniture per ufficio;12/11/2021;Grandi aziende;279
Forniture per ufficio;12/11/2021;Piccole aziende;167
Tecnologia;12/11/2021;Grandi aziende;341
Tecnologia;12/11/2021;Piccole aziende;194
Mobili;13/11/2021;Grandi aziende;3274
Forniture per ufficio;13/11/2021;Privati;1758
Forniture per ufficio;13/11/2021;Grandi aziende;656
Forniture per ufficio;13/11/2021;Piccole aziende;107
Tecnologia;13/11/2021;Privati;227
Tecnologia;13/11/2021;Grandi aziende;319
Forniture per ufficio;14/11/2021;Privati;519
Forniture per ufficio;14/11/2021;Grandi aziende;861
Tecnologia;14/11/2021;Privati;381
Mobili;15/11/2021;Privati;605
Mobili;15/11/2021;Grandi aziende;1297
Forniture per ufficio;15/11/2021;Privati;1257
Tecnologia;15/11/2021;Piccole aziende;1020
Mobili;16/11/2021;Privati;738
Mobili;16/11/2021;Grandi aziende;395
Forniture per ufficio;16/11/2021;Grandi aziende;533
Tecnologia;16/11/2021;Privati;559
Tecnologia;16/11/2021;Grandi aziende;200
Forniture per ufficio;17/11/2021;Grandi aziende;96
Tecnologia;17/11/2021;Privati;2038
Mobili;18/11/2021;Grandi aziende;229
Forniture per ufficio;18/11/2021;Privati;1245
Tecnologia;18/11/2021;Grandi aziende;169
Forniture per ufficio;19/11/2021;Privati;50
Forniture per ufficio;19/11/2021;Grandi aziende;2217
Forniture per ufficio;19/11/2021;Piccole aziende;119
Tecnologia;19/11/2021;Privati;2987
Tecnologia;19/11/2021;Grandi aziende;2754
Mobili;20/11/2021;Privati;11
Mobili;20/11/2021;Grandi aziende;201
Forniture per ufficio;20/11/2021;Privati;41
Forniture per ufficio;20/11/2021;Grandi aziende;55
Forniture per ufficio;21/11/2021;Privati;170
Tecnologia;21/11/2021;Privati;2113
Mobili;22/11/2021;Privati;1165
Mobili;22/11/2021;Piccole aziende;48
Forniture per ufficio;22/11/2021;Privati;124
Forniture per ufficio;22/11/2021;Grandi aziende;5909
Forniture per ufficio;22/11/2021;Piccole aziende;215
Tecnologia;22/11/2021;Grandi aziende;1850
Mobili;23/11/2021;Grandi aziende;1469
Forniture per ufficio;24/11/2021;Privati;505
Forniture per ufficio;24/11/2021;Grandi aziende;43
Tecnologia;24/11/2021;Privati;1473
Mobili;25/11/2021;Privati;26
Mobili;25/11/2021;Grandi aziende;135
Forniture per ufficio;25/11/2021;Privati;604
Forniture per ufficio;25/11/2021;Grandi aziende;2503
Forniture per ufficio;25/11/2021;Piccole aziende;68
Tecnologia;25/11/2021;Privati;144
Tecnologia;25/11/2021;Grandi aziende;589
Mobili;26/11/2021;Privati;290
Forniture per ufficio;26/11/2021;Privati;127
Forniture per ufficio;26/11/2021;Piccole aziende;32
Tecnologia;26/11/2021;Privati;611
Mobili;27/11/2021;Privati;2610
Forniture per ufficio;27/11/2021;Privati;173
Tecnologia;27/11/2021;Privati;231
Mobili;28/11/2021;Privati;3965
Forniture per ufficio;28/11/2021;Privati;699
Forniture per ufficio;28/11/2021;Piccole aziende;179
Tecnologia;28/11/2021;Privati;438
Tecnologia;28/11/2021;Piccole aziende;285
Mobili;29/11/2021;Grandi aziende;2857
Forniture per ufficio;29/11/2021;Grandi aziende;1467
Tecnologia;29/11/2021;Grandi aziende;194
Mobili;30/11/2021;Privati;380
Mobili;30/11/2021;Grandi aziende;185
Forniture per ufficio;30/11/2021;Privati;2944
Tecnologia;30/11/2021;Privati;872
Forniture per ufficio;01/12/2021;Grandi aziende;343
Tecnologia;01/12/2021;Grandi aziende;41
Forniture per ufficio;02/12/2021;Privati;34
Forniture per ufficio;02/12/2021;Grandi aziende;247
Forniture per ufficio;02/12/2021;Piccole aziende;2569
Tecnologia;02/12/2021;Privati;625
Mobili;03/12/2021;Privati;1043
Mobili;03/12/2021;Grandi aziende;768
Forniture per ufficio;03/12/2021;Privati;289
Forniture per ufficio;03/12/2021;Piccole aziende;54
Tecnologia;03/12/2021;Privati;2080
Tecnologia;03/12/2021;Grandi aziende;251
Tecnologia;03/12/2021;Piccole aziende;505
Mobili;04/12/2021;Privati;850
Mobili;04/12/2021;Piccole aziende;385
Forniture per ufficio;04/12/2021;Privati;856
Forniture per ufficio;04/12/2021;Grandi aziende;218
Forniture per ufficio;04/12/2021;Piccole aziende;109
Tecnologia;04/12/2021;Privati;365
Mobili;05/12/2021;Grandi aziende;119
Forniture per ufficio;05/12/2021;Privati;46
Forniture per ufficio;05/12/2021;Piccole aziende;489
Tecnologia;05/12/2021;Privati;32
Forniture per ufficio;06/12/2021;Grandi aziende;38
Forniture per ufficio;06/12/2021;Piccole aziende;73
Forniture per ufficio;07/12/2021;Privati;640
Forniture per ufficio;07/12/2021;Grandi aziende;660
Forniture per ufficio;07/12/2021;Piccole aziende;164
Tecnologia;07/12/2021;Privati;201
Tecnologia;07/12/2021;Grandi aziende;130
Mobili;09/12/2021;Privati;1420
Forniture per ufficio;09/12/2021;Privati;1126
Forniture per ufficio;09/12/2021;Grandi aziende;163
Tecnologia;09/12/2021;Grandi aziende;236
Mobili;10/12/2021;Grandi aziende;1691
Forniture per ufficio;10/12/2021;Grandi aziende;811
Forniture per ufficio;10/12/2021;Piccole aziende;56
Tecnologia;10/12/2021;Grandi aziende;1167
Forniture per ufficio;11/12/2021;Privati;311
Forniture per ufficio;11/12/2021;Piccole aziende;83
Tecnologia;11/12/2021;Privati;386
Tecnologia;11/12/2021;Grandi aziende;428
Mobili;12/12/2021;Grandi aziende;1162
Forniture per ufficio;12/12/2021;Privati;166
Forniture per ufficio;12/12/2021;Grandi aziende;194
Forniture per ufficio;12/12/2021;Piccole aziende;629
Tecnologia;12/12/2021;Grandi aziende;153
Mobili;13/12/2021;Privati;1580
Forniture per ufficio;13/12/2021;Privati;57
Forniture per ufficio;13/12/2021;Grandi aziende;210
Forniture per ufficio;13/12/2021;Piccole aziende;155
Tecnologia;13/12/2021;Grandi aziende;994
Mobili;14/12/2021;Privati;29
Mobili;14/12/2021;Piccole aziende;786
Forniture per ufficio;14/12/2021;Piccole aziende;30
Tecnologia;14/12/2021;Piccole aziende;572
Forniture per ufficio;16/12/2021;Privati;600
Forniture per ufficio;16/12/2021;Grandi aziende;597
Forniture per ufficio;16/12/2021;Piccole aziende;309
Tecnologia;16/12/2021;Privati;310
Tecnologia;16/12/2021;Piccole aziende;1358
Mobili;17/12/2021;Privati;208
Forniture per ufficio;17/12/2021;Privati;325
Forniture per ufficio;17/12/2021;Grandi aziende;2413
Forniture per ufficio;17/12/2021;Piccole aziende;98
Tecnologia;17/12/2021;Privati;1014
Tecnologia;17/12/2021;Grandi aziende;41
Mobili;18/12/2021;Privati;1193
Mobili;18/12/2021;Piccole aziende;286
Forniture per ufficio;18/12/2021;Privati;540
Forniture per ufficio;18/12/2021;Piccole aziende;124
Tecnologia;18/12/2021;Privati;4514
Mobili;19/12/2021;Privati;190
Forniture per ufficio;19/12/2021;Privati;599
Forniture per ufficio;19/12/2021;Grandi aziende;279
Forniture per ufficio;19/12/2021;Piccole aziende;2036
Tecnologia;19/12/2021;Privati;369
Mobili;20/12/2021;Privati;2455
Mobili;20/12/2021;Grandi aziende;1725
Mobili;20/12/2021;Piccole aziende;385
Forniture per ufficio;20/12/2021;Privati;450
Forniture per ufficio;20/12/2021;Grandi aziende;126
Forniture per ufficio;20/12/2021;Piccole aziende;607
Tecnologia;20/12/2021;Grandi aziende;226
Mobili;23/12/2021;Grandi aziende;274
Mobili;23/12/2021;Piccole aziende;127
Forniture per ufficio;23/12/2021;Privati;75
Forniture per ufficio;23/12/2021;Grandi aziende;11
Forniture per ufficio;23/12/2021;Piccole aziende;629
Tecnologia;23/12/2021;Privati;1725
Mobili;24/12/2021;Privati;144
Mobili;24/12/2021;Grandi aziende;572
Forniture per ufficio;24/12/2021;Privati;586
Forniture per ufficio;24/12/2021;Grandi aziende;457
Tecnologia;24/12/2021;Privati;114
Tecnologia;24/12/2021;Grandi aziende;289
Mobili;25/12/2021;Privati;41
Mobili;25/12/2021;Grandi aziende;15
Forniture per ufficio;25/12/2021;Privati;916
Forniture per ufficio;25/12/2021;Grandi aziende;85
Tecnologia;25/12/2021;Privati;1061
Mobili;26/12/2021;Privati;235
Mobili;26/12/2021;Piccole aziende;1475
Forniture per ufficio;26/12/2021;Privati;912
Forniture per ufficio;26/12/2021;Grandi aziende;22
Forniture per ufficio;26/12/2021;Piccole aziende;383
Tecnologia;26/12/2021;Privati;6062
Forniture per ufficio;27/12/2021;Privati;249
Forniture per ufficio;27/12/2021;Grandi aziende;450
Tecnologia;27/12/2021;Privati;231
Tecnologia;27/12/2021;Grandi aziende;783
Tecnologia;27/12/2021;Piccole aziende;91
Mobili;28/12/2021;Privati;41
Forniture per ufficio;28/12/2021;Privati;12
Mobili;30/12/2021;Privati;79
Forniture per ufficio;30/12/2021;Privati;397
Forniture per ufficio;30/12/2021;Piccole aziende;132
Tecnologia;30/12/2021;Grandi aziende;644
Forniture per ufficio;31/12/2021;Privati;705
Forniture per ufficio;31/12/2021;Grandi aziende;89
Forniture per ufficio;31/12/2021;Piccole aziende;93
Tecnologia;31/12/2021;Privati;3389
Tecnologia;31/12/2021;Grandi aziende;1907
Tecnologia;31/12/2021;Piccole aziende;720
Forniture per ufficio;01/01/2022;Privati;46
Forniture per ufficio;01/01/2022;Grandi aziende;389
Tecnologia;01/01/2022;Privati;909
Forniture per ufficio;02/01/2022;Piccole aziende;9
Mobili;03/01/2022;Privati;354
Forniture per ufficio;03/01/2022;Privati;402
Tecnologia;03/01/2022;Privati;1804
Forniture per ufficio;04/01/2022;Privati;49
Forniture per ufficio;05/01/2022;Piccole aziende;248
Mobili;06/01/2022;Privati;135
Mobili;06/01/2022;Piccole aziende;1707
Forniture per ufficio;06/01/2022;Privati;371
Forniture per ufficio;06/01/2022;Grandi aziende;392
Forniture per ufficio;06/01/2022;Piccole aziende;635
Tecnologia;06/01/2022;Privati;1657
Tecnologia;06/01/2022;Piccole aziende;2071
Forniture per ufficio;07/01/2022;Piccole aziende;49
Mobili;08/01/2022;Privati;777
Mobili;08/01/2022;Grandi aziende;37
Forniture per ufficio;08/01/2022;Privati;175
Forniture per ufficio;08/01/2022;Grandi aziende;681
Tecnologia;08/01/2022;Privati;436
Tecnologia;08/01/2022;Grandi aziende;61
Mobili;09/01/2022;Grandi aziende;1308
Forniture per ufficio;09/01/2022;Privati;201
Forniture per ufficio;09/01/2022;Grandi aziende;246
Forniture per ufficio;09/01/2022;Piccole aziende;29
Tecnologia;09/01/2022;Grandi aziende;3100
Forniture per ufficio;10/01/2022;Privati;564
Tecnologia;10/01/2022;Grandi aziende;1671
Forniture per ufficio;11/01/2022;Privati;2221
Forniture per ufficio;13/01/2022;Privati;523
Tecnologia;13/01/2022;Privati;1327
Mobili;14/01/2022;Privati;104
Mobili;14/01/2022;Grandi aziende;737
Mobili;14/01/2022;Piccole aziende;359
Forniture per ufficio;14/01/2022;Privati;910
Forniture per ufficio;14/01/2022;Grandi aziende;30
Forniture per ufficio;14/01/2022;Piccole aziende;202
Tecnologia;14/01/2022;Privati;7754
Tecnologia;14/01/2022;Grandi aziende;75
Tecnologia;14/01/2022;Piccole aziende;377
Mobili;15/01/2022;Piccole aziende;52
Forniture per ufficio;15/01/2022;Privati;35
Forniture per ufficio;15/01/2022;Piccole aziende;297
Tecnologia;15/01/2022;Privati;521
Tecnologia;15/01/2022;Grandi aziende;115
Tecnologia;15/01/2022;Piccole aziende;370
Forniture per ufficio;16/01/2022;Privati;390
Forniture per ufficio;16/01/2022;Piccole aziende;98
Tecnologia;16/01/2022;Privati;49
Tecnologia;16/01/2022;Grandi aziende;153
Forniture per ufficio;17/01/2022;Privati;707
Forniture per ufficio;17/01/2022;Grandi aziende;728
Forniture per ufficio;18/01/2022;Privati;29
Mobili;20/01/2022;Privati;597
Forniture per ufficio;20/01/2022;Privati;958
Forniture per ufficio;20/01/2022;Grandi aziende;2152
Tecnologia;20/01/2022;Privati;757
Mobili;21/01/2022;Privati;102
Mobili;21/01/2022;Grandi aziende;1974
Forniture per ufficio;21/01/2022;Privati;383
Forniture per ufficio;21/01/2022;Grandi aziende;191
Tecnologia;21/01/2022;Privati;840
Tecnologia;21/01/2022;Grandi aziende;697
Mobili;22/01/2022;Privati;239
Forniture per ufficio;22/01/2022;Privati;893
Forniture per ufficio;22/01/2022;Grandi aziende;582
Mobili;23/01/2022;Privati;191
Forniture per ufficio;23/01/2022;Privati;226
Tecnologia;23/01/2022;Privati;675
Forniture per ufficio;24/01/2022;Privati;337
Forniture per ufficio;24/01/2022;Grandi aziende;39
Forniture per ufficio;24/01/2022;Piccole aziende;613
Forniture per ufficio;25/01/2022;Privati;916
Forniture per ufficio;25/01/2022;Piccole aziende;111
Mobili;26/01/2022;Grandi aziende;605
Forniture per ufficio;26/01/2022;Privati;122
Forniture per ufficio;26/01/2022;Grandi aziende;95
Tecnologia;26/01/2022;Grandi aziende;285
Forniture per ufficio;27/01/2022;Grandi aziende;603
Mobili;28/01/2022;Privati;1052
Forniture per ufficio;28/01/2022;Privati;889
Forniture per ufficio;28/01/2022;Grandi aziende;116
Tecnologia;28/01/2022;Privati;499
Mobili;29/01/2022;Grandi aziende;214
Forniture per ufficio;29/01/2022;Privati;426
Forniture per ufficio;29/01/2022;Grandi aziende;265
Tecnologia;29/01/2022;Privati;1787
Tecnologia;30/01/2022;Privati;1642
Mobili;31/01/2022;Privati;125
Forniture per ufficio;31/01/2022;Privati;133
Forniture per ufficio;31/01/2022;Grandi aziende;47
Forniture per ufficio;31/01/2022;Piccole aziende;24
Tecnologia;31/01/2022;Grandi aziende;2103
Forniture per ufficio;01/02/2022;Privati;586
Mobili;03/02/2022;Privati;288
Forniture per ufficio;03/02/2022;Privati;137
Forniture per ufficio;03/02/2022;Grandi aziende;64
Forniture per ufficio;03/02/2022;Piccole aziende;376
Tecnologia;03/02/2022;Privati;919
Tecnologia;03/02/2022;Piccole aziende;233
Forniture per ufficio;04/02/2022;Privati;6
Mobili;05/02/2022;Privati;220
Mobili;05/02/2022;Piccole aziende;698
Forniture per ufficio;05/02/2022;Privati;23
Forniture per ufficio;05/02/2022;Piccole aziende;377
Mobili;06/02/2022;Piccole aziende;305
Forniture per ufficio;06/02/2022;Privati;1084
Forniture per ufficio;06/02/2022;Piccole aziende;112
Tecnologia;06/02/2022;Piccole aziende;490
Mobili;07/02/2022;Piccole aziende;3032
Forniture per ufficio;07/02/2022;Privati;360
Forniture per ufficio;07/02/2022;Grandi aziende;295
Forniture per ufficio;07/02/2022;Piccole aziende;541
Tecnologia;07/02/2022;Privati;870
Tecnologia;07/02/2022;Grandi aziende;995
Forniture per ufficio;08/02/2022;Privati;33
Forniture per ufficio;08/02/2022;Grandi aziende;1532
Mobili;10/02/2022;Privati;212
Forniture per ufficio;10/02/2022;Privati;47
Forniture per ufficio;10/02/2022;Grandi aziende;663
Tecnologia;10/02/2022;Grandi aziende;528
Tecnologia;10/02/2022;Piccole aziende;482
Mobili;11/02/2022;Grandi aziende;703
Forniture per ufficio;11/02/2022;Privati;431
Forniture per ufficio;11/02/2022;Grandi aziende;3038
Tecnologia;11/02/2022;Privati;267
Tecnologia;11/02/2022;Grandi aziende;769
Forniture per ufficio;12/02/2022;Privati;10
Tecnologia;12/02/2022;Privati;1885
Tecnologia;13/02/2022;Grandi aziende;335
Mobili;14/02/2022;Privati;488
Mobili;14/02/2022;Grandi aziende;120
Mobili;14/02/2022;Piccole aziende;1223
Forniture per ufficio;14/02/2022;Privati;1977
Forniture per ufficio;14/02/2022;Grandi aziende;650
Forniture per ufficio;14/02/2022;Piccole aziende;172
Tecnologia;14/02/2022;Grandi aziende;534
Tecnologia;14/02/2022;Piccole aziende;112
Mobili;15/02/2022;Privati;246
Forniture per ufficio;15/02/2022;Privati;140
Forniture per ufficio;16/02/2022;Privati;44
Tecnologia;16/02/2022;Privati;193
Mobili;17/02/2022;Privati;598
Mobili;17/02/2022;Grandi aziende;1402
Mobili;17/02/2022;Piccole aziende;339
Forniture per ufficio;17/02/2022;Privati;341
Forniture per ufficio;17/02/2022;Grandi aziende;29
Forniture per ufficio;17/02/2022;Piccole aziende;37
Tecnologia;17/02/2022;Privati;959
Tecnologia;17/02/2022;Grandi aziende;1061
Tecnologia;17/02/2022;Piccole aziende;620
Mobili;19/02/2022;Privati;859
Forniture per ufficio;19/02/2022;Privati;560
Tecnologia;19/02/2022;Privati;1018
Mobili;20/02/2022;Piccole aziende;117
Forniture per ufficio;20/02/2022;Privati;151
Tecnologia;20/02/2022;Privati;408
Tecnologia;20/02/2022;Grandi aziende;717
